"GEO_ID","NAME","B19013_001E","B19013_001EA","B19013_001M","B19013_001MA",
"310M600US26860","Indiana, PA Micro Area","52546","null","1884","null",
"310M600US26900","Indianapolis-Carmel-Anderson, IN Metro Area","67330","null","583","null",
"310M600US26940","Indianola, MS Micro Area","32608","null","3031","null",
"310M600US26980","Iowa City, IA Metro Area","67357","null","1912","null",
"310M600US27020","Iron Mountain, MI-WI Micro Area","54528","null","1979","null",
"310M600US27060","Ithaca, NY Metro Area","64260","null","2393","null",
"310M600US27100","Jackson, MI Metro Area","57746","null","1798","null",
"310M600US27140","Jackson, MS Metro Area","56205","null","888","null",
"310M600US27160","Jackson, OH Micro Area","50983","null","3643","null",
"310M600US27180","Jackson, TN Metro Area","51304","null","1995","null",
"310M600US27220","Jackson, WY-ID Micro Area","87143","null","6302","null",
"310M600US27260","Jacksonville, FL Metro Area","66664","null","1045","null",
"310M600US27300","Jacksonville, IL Micro Area","56084","null","3319","null",
"310M600US27340","Jacksonville, NC Metro Area","54732","null","2443","null",
"310M600US27380","Jacksonville, TX Micro Area","54222","null","2953","null",
"310M600US27420","Jamestown, ND Micro Area","54652","null","5137","null",
"310M600US27460","Jamestown-Dunkirk-Fredonia, NY Micro Area","50408","null","1701","null",
"310M600US27500","Janesville-Beloit, WI Metro Area","65518","null","1314","null",
"310M600US27530","Jasper, AL Micro Area","47442","null","4101","null",
"310M600US27540","Jasper, IN Micro Area","63739","null","3658","null",
"310M600US27580","Jayuya, PR Micro Area","16780","null","2300","null",
"310M600US27600","Jefferson, GA Micro Area","73455","null","3843","null",
"310M600US27620","Jefferson City, MO Metro Area","64135","null","1231","null",
"310M600US27660","Jennings, LA Micro Area","45578","null","6003","null",
"310M600US27700","Jesup, GA Micro Area","45115","null","6677","null",
"310M600US27740","Johnson City, TN Metro Area","49278","null","1450","null",
"310M600US27780","Johnstown, PA Metro Area","51018","null","1454","null",
"310M600US27860","Jonesboro, AR Metro Area","49745","null","2269","null",
"310M600US27900","Joplin, MO Metro Area","53137","null","1227","null",
"310M600US27940","Juneau, AK Micro Area","90126","null","5629","null",
"310M600US27980","Kahului-Wailuku-Lahaina, HI Metro Area","88249","null","3778","null",
"310M600US28020","Kalamazoo-Portage, MI Metro Area","61739","null","1457","null",
"310M600US28060","Kalispell, MT Micro Area","63582","null","2226","null",
"310M600US28100","Kankakee, IL Metro Area","61664","null","2325","null",
"310M600US28140","Kansas City, MO-KS Metro Area","73299","null","660","null",
"310M600US28180","Kapaa, HI Micro Area","86287","null","6253","null",
"310M600US28260","Kearney, NE Micro Area","66218","null","2263","null",
"310M600US28300","Keene, NH Micro Area","69360","null","3130","null",
"310M600US28340","Kendallville, IN Micro Area","63292","null","2543","null",
"310M600US28380","Kennett, MO Micro Area","42194","null","3051","null",
"310M600US28420","Kennewick-Richland, WA Metro Area","75505","null","1543","null",
"310M600US28500","Kerrville, TX Micro Area","62204","null","2711","null",
"310M600US28540","Ketchikan, AK Micro Area","77820","null","3365","null",
"310M600US28580","Key West, FL Micro Area","73153","null","3602","null",
"310M600US28620","Kill Devil Hills, NC Micro Area","69500","null","2936","null",
"310M600US28660","Killeen-Temple, TX Metro Area","58426","null","1191","null",
"310M600US28700","Kingsport-Bristol, TN-VA Metro Area","49392","null","1351","null",
"310M600US28740","Kingston, NY Metro Area","71040","null","2664","null",
"310M600US28780","Kingsville, TX Micro Area","49911","null","3699","null",
"310M600US28820","Kinston, NC Micro Area","41092","null","1805","null",
"310M600US28860","Kirksville, MO Micro Area","47237","null","3651","null",
"310M600US28900","Klamath Falls, OR Micro Area","50790","null","3271","null",
"310M600US28940","Knoxville, TN Metro Area","60862","null","970","null",
"310M600US29020","Kokomo, IN Metro Area","59238","null","2526","null",
"310M600US29060","Laconia, NH Micro Area","75035","null","4759","null",
"310M600US29100","La Crosse-Onalaska, WI-MN Metro Area","62756","null","1855","null",
"310M600US29180","Lafayette, LA Metro Area","55539","null","1326","null",
"310M600US29200","Lafayette-West Lafayette, IN Metro Area","54490","null","1580","null",
"310M600US29260","La Grande, OR Micro Area","55227","null","3008","null",
"310M600US29300","LaGrange, GA-AL Micro Area","48743","null","1924","null",
"310M600US29340","Lake Charles, LA Metro Area","59828","null","3002","null",
"310M600US29380","Lake City, FL Micro Area","47750","null","2464","null",
"310M600US29420","Lake Havasu City-Kingman, AZ Metro Area","49738","null","1355","null",
"310M600US29460","Lakeland-Winter Haven, FL Metro Area","55099","null","846","null",
"310M600US29500","Lamesa, TX Micro Area","42778","null","7931","null",
"310M600US29540","Lancaster, PA Metro Area","73688","null","1394","null",
"310M600US29620","Lansing-East Lansing, MI Metro Area","63591","null","1000","null",
"310M600US29660","Laramie, WY Micro Area","50733","null","3070","null",
"310M600US29700","Laredo, TX Metro Area","54618","null","1567","null",
"310M600US29740","Las Cruces, NM Metro Area","47151","null","2190","null",
"310M600US29780","Las Vegas, NM Micro Area","36538","null","3997","null",
"310M600US29820","Las Vegas-Henderson-Paradise, NV Metro Area","64210","null","574","null",
"310M600US29860","Laurel, MS Micro Area","42988","null","1852","null",
"310M600US29900","Laurinburg, NC Micro Area","39866","null","2523","null",
"310M600US29940","Lawrence, KS Metro Area","62594","null","2534","null",
"310M600US29980","Lawrenceburg, TN Micro Area","45721","null","1511","null",
"310M600US30020","Lawton, OK Metro Area","54494","null","1656","null",
"310M600US30060","Lebanon, MO Micro Area","46968","null","3480","null",
"310M600US30100","Lebanon, NH-VT Micro Area","67956","null","1597","null",
"310M600US30140","Lebanon, PA Metro Area","66164","null","1918","null",
"310M600US30220","Levelland, TX Micro Area","49241","null","2594","null",
"310M600US30260","Lewisburg, PA Micro Area","61807","null","3913","null",
"310M600US30280","Lewisburg, TN Micro Area","60036","null","4785","null",
"310M600US30300","Lewiston, ID-WA Metro Area","60044","null","4097","null",
"310M600US30340","Lewiston-Auburn, ME Metro Area","59287","null","2177","null",
"310M600US30380","Lewistown, PA Micro Area","54738","null","1752","null",
"310M600US30420","Lexington, NE Micro Area","59292","null","3196","null",
"310M600US30460","Lexington-Fayette, KY Metro Area","63360","null","1088","null",
"310M600US30580","Liberal, KS Micro Area","51809","null","4531","null",
"310M600US30620","Lima, OH Metro Area","55114","null","2060","null",
"310M600US30660","Lincoln, IL Micro Area","59809","null","2905","null",
"310M600US30700","Lincoln, NE Metro Area","65508","null","1116","null",
"310M600US30780","Little Rock-North Little Rock-Conway, AR Metro Area","58441","null","1030","null",
"310M600US30820","Lock Haven, PA Micro Area","53792","null","2297","null",
"310M600US30860","Logan, UT-ID Metro Area","64498","null","2167","null",
"310M600US30900","Logansport, IN Micro Area","51776","null","2218","null",
"310M600US30940","London, KY Micro Area","40250","null","1661","null",
"310M600US30980","Longview, TX Metro Area","57111","null","1679","null",
"310M600US31020","Longview, WA Metro Area","64506","null","2695","null",
"310M600US31060","Los Alamos, NM Micro Area","123677","null","6431","null",
"310M600US31080","Los Angeles-Long Beach-Anaheim, CA Metro Area","81652","null","366","null",
"310M600US31140","Louisville/Jefferson County, KY-IN Metro Area","64533","null","727","null",
"310M600US31180","Lubbock, TX Metro Area","56167","null","1841","null",
"310M600US31220","Ludington, MI Micro Area","55035","null","1875","null",
"310M600US31260","Lufkin, TX Micro Area","52377","null","3075","null",
"310M600US31300","Lumberton, NC Micro Area","36736","null","1263","null",
"310M600US31340","Lynchburg, VA Metro Area","60217","null","1316","null",
"310M600US31380","Macomb, IL Micro Area","45704","null","3619","null",
"310M600US31420","Macon-Bibb County, GA Metro Area","49619","null","1832","null",
"310M600US31460","Madera, CA Metro Area","66709","null","2541","null",
"310M600US31500","Madison, IN Micro Area","53784","null","4094","null",
"310M600US31540","Madison, WI Metro Area","77519","null","1021","null",
"310M600US31580","Madisonville, KY Micro Area","49495","null","2850","null",
"310M600US31620","Magnolia, AR Micro Area","41115","null","3843","null",
"310M600US31660","Malone, NY Micro Area","55279","null","2310","null",
"310M600US31680","Malvern, AR Micro Area","46724","null","4035","null",
"310M600US31700","Manchester-Nashua, NH Metro Area","86930","null","1682","null",
"310M600US31740","Manhattan, KS Metro Area","57804","null","1959","null",
"310M600US31820","Manitowoc, WI Micro Area","61454","null","2454","null",
"310M600US31860","Mankato, MN Metro Area","67860","null","2385","null",
"310M600US31900","Mansfield, OH Metro Area","52605","null","1831","null",
"310M600US31930","Marietta, OH Micro Area","54167","null","2971","null",
"310M600US31940","Marinette, WI-MI Micro Area","54659","null","1488","null",
"310M600US31980","Marion, IN Micro Area","50009","null","2241","null",
"310M600US32000","Marion, NC Micro Area","50615","null","3279","null",
"310M600US32020","Marion, OH Micro Area","51144","null","3455","null",
"310M600US32100","Marquette, MI Micro Area","57981","null","2151","null",
"310M600US32140","Marshall, MN Micro Area","62388","null","2637","null",
"310M600US32180","Marshall, MO Micro Area","49705","null","4601","null",
"310M600US32260","Marshalltown, IA Micro Area","63591","null","3508","null",
"310M600US32280","Martin, TN Micro Area","43773","null","3091","null",
"310M600US32300","Martinsville, VA Micro Area","40299","null","1887","null",
"310M600US32340","Maryville, MO Micro Area","47669","null","2296","null",
"310M600US32380","Mason City, IA Micro Area","58753","null","1504","null",
"310M600US32420","Mayagüez, PR Metro Area","16456","null","674","null",
"310M600US32460","Mayfield, KY Micro Area","48187","null","3110","null",
"310M600US32500","Maysville, KY Micro Area","48106","null","5020","null",
"310M600US32540","McAlester, OK Micro Area","49669","null","2070","null",
"310M600US32580","McAllen-Edinburg-Mission, TX Metro Area","44666","null","1239","null",
"310M600US32620","McComb, MS Micro Area","36308","null","2399","null",
"310M600US32660","McMinnville, TN Micro Area","46189","null","2761","null",
"310M600US32700","McPherson, KS Micro Area","63816","null","2849","null",
"310M600US32740","Meadville, PA Micro Area","55042","null","1669","null",
"310M600US32780","Medford, OR Metro Area","61020","null","1772","null",
"310M600US32820","Memphis, TN-MS-AR Metro Area","56926","null","741","null",
"310M600US32860","Menomonie, WI Micro Area","64420","null","2278","null",
"310M600US32900","Merced, CA Metro Area","58861","null","1698","null",
"310M600US32940","Meridian, MS Micro Area","41858","null","3060","null",
"310M600US33020","Mexico, MO Micro Area","47178","null","2588","null",
"310M600US33060","Miami, OK Micro Area","42311","null","1133","null",
"310M600US33100","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","62870","null","422","null",
"310M600US33140","Michigan City-La Porte, IN Metro Area","60226","null","2501","null",
"310M600US33180","Middlesborough, KY Micro Area","32123","null","4632","null",
"310M600US33220","Midland, MI Metro Area","67642","null","1930","null",
"310M600US33260","Midland, TX Metro Area","87812","null","3381","null",
"310M600US33300","Milledgeville, GA Micro Area","47737","null","3495","null",
"310M600US33340","Milwaukee-Waukesha, WI Metro Area","67448","null","679","null",
"310M600US33380","Minden, LA Micro Area","31197","null","1989","null",
"310M600US33420","Mineral Wells, TX Micro Area","59796","null","3248","null",
"310M600US33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","87397","null","540","null",
"310M600US33500","Minot, ND Micro Area","72118","null","2055","null",
"310M600US33540","Missoula, MT Metro Area","61423","null","2067","null",
"310M600US33580","Mitchell, SD Micro Area","52841","null","3880","null",
"310M600US33620","Moberly, MO Micro Area","51403","null","2418","null",
"310M600US33660","Mobile, AL Metro Area","51010","null","1047","null",
"310M600US33700","Modesto, CA Metro Area","68368","null","1506","null",
"310M600US33740","Monroe, LA Metro Area","43952","null","1918","null",
"310M600US33780","Monroe, MI Metro Area","68006","null","1860","null",
"310M600US33860","Montgomery, AL Metro Area","56356","null","1157","null",
"310M600US33940","Montrose, CO Micro Area","58551","null","4124","null",
"310M600US33980","Morehead City, NC Micro Area","61805","null","2094","null",
"310M600US34020","Morgan City, LA Micro Area","43097","null","1852","null",
"310M600US34060","Morgantown, WV Metro Area","56312","null","1795","null",
"310M600US34100","Morristown, TN Metro Area","48464","null","2149","null",
"310M600US34140","Moscow, ID Micro Area","56673","null","2665","null",
"310M600US34180","Moses Lake, WA Micro Area","63566","null","2306","null",
"310M600US34220","Moultrie, GA Micro Area","41623","null","3954","null",
"310M600US34260","Mountain Home, AR Micro Area","43530","null","2018","null",
"310M600US34300","Mountain Home, ID Micro Area","48475","null","2914","null",
"310M600US34340","Mount Airy, NC Micro Area","50881","null","2487","null",
"310M600US34350","Mount Gay-Shamrock, WV Micro Area","38493","null","4023","null",
"310M600US34380","Mount Pleasant, MI Micro Area","48840","null","1885","null",
"310M600US34420","Mount Pleasant, TX Micro Area","52546","null","3163","null",
"310M600US34460","Mount Sterling, KY Micro Area","47442","null","3065","null",
"310M600US34500","Mount Vernon, IL Micro Area","54692","null","2216","null",
"310M600US34540","Mount Vernon, OH Micro Area","64439","null","2153","null",
"310M600US34580","Mount Vernon-Anacortes, WA Metro Area","75308","null","1743","null",
"310M600US34620","Muncie, IN Metro Area","49321","null","1903","null",
"310M600US34660","Murray, KY Micro Area","44534","null","3886","null",
"310M600US34700","Muscatine, IA Micro Area","61547","null","3144","null",
"310M600US34740","Muskegon, MI Metro Area","57047","null","1016","null",
"310M600US34780","Muskogee, OK Micro Area","44166","null","1907","null",
"310M600US34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area","57489","null","1222","null",
"310M600US34860","Nacogdoches, TX Micro Area","47306","null","3383","null",
"310M600US34900","Napa, CA Metro Area","97498","null","3817","null",
"310M600US34940","Naples-Marco Island, FL Metro Area","75543","null","2266","null",
"310M600US34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","72537","null","612","null",
"310M600US35020","Natchez, MS-LA Micro Area","34483","null","3219","null",
"310M600US35060","Natchitoches, LA Micro Area","33965","null","3881","null",
"310M600US35100","New Bern, NC Metro Area","54743","null","2275","null",
"310M600US35140","Newberry, SC Micro Area","50950","null","4069","null",
"310M600US35220","New Castle, IN Micro Area","54154","null","1845","null",
"310M600US35260","New Castle, PA Micro Area","53106","null","2256","null",
"310M600US35300","New Haven-Milford, CT Metro Area","75043","null","1069","null",
"310M600US35380","New Orleans-Metairie, LA Metro Area","57656","null","748","null",
"310M600US35420","New Philadelphia-Dover, OH Micro Area","57545","null","2241","null",
"310M600US35440","Newport, OR Micro Area","54961","null","2226","null",
"310M600US35460","Newport, TN Micro Area","41558","null","3605","null",
"310M600US35580","New Ulm, MN Micro Area","62999","null","2334","null",
"310M600US35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","86445","null","389","null",
"310M600US35660","Niles, MI Metro Area","55893","null","1678","null",
"310M600US35700","Nogales, AZ Micro Area","45089","null","3117","null",
"310M600US35740","Norfolk, NE Micro Area","57808","null","2809","null",
"310M600US35820","North Platte, NE Micro Area","61133","null","4606","null",
"310M600US35840","North Port-Sarasota-Bradenton, FL Metro Area","67508","null","965","null",
"310M600US35860","North Vernon, IN Micro Area","63612","null","5537","null",
"310M600US35900","North Wilkesboro, NC Micro Area","46079","null","2450","null",
"310M600US35940","Norwalk, OH Micro Area","59049","null","2104","null",
"310M600US35980","Norwich-New London, CT Metro Area","79040","null","1703","null",
"310M600US36020","Oak Harbor, WA Micro Area","75628","null","2246","null",
"310M600US36100","Ocala, FL Metro Area","50808","null","1465","null",
"310M600US36140","Ocean City, NJ Metro Area","76237","null","2787","null",
"310M600US36220","Odessa, TX Metro Area","64975","null","2339","null",
"310M600US36260","Ogden-Clearfield, UT Metro Area","82990","null","1032","null",
"310M600US36300","Ogdensburg-Massena, NY Micro Area","54351","null","1681","null",
"310M600US36340","Oil City, PA Micro Area","55899","null","1559","null",
"310M600US36380","Okeechobee, FL Micro Area","47020","null","3178","null",
"310M600US36420","Oklahoma City, OK Metro Area","63351","null","684","null",
"310M600US36460","Olean, NY Micro Area","53537","null","1681","null",
"310M600US36500","Olympia-Lacey-Tumwater, WA Metro Area","81501","null","1570","null",
"310M600US36540","Omaha-Council Bluffs, NE-IA Metro Area","73757","null","834","null",
"310M600US36580","Oneonta, NY Micro Area","60523","null","2353","null",
"310M600US36620","Ontario, OR-ID Micro Area","52486","null","2966","null",
"310M600US36660","Opelousas, LA Micro Area","41068","null","2550","null",
"310M600US36700","Orangeburg, SC Micro Area","38052","null","1815","null",
"310M600US36740","Orlando-Kissimmee-Sanford, FL Metro Area","65086","null","626","null",
"310M600US36780","Oshkosh-Neenah, WI Metro Area","63938","null","1318","null",
"310M600US36820","Oskaloosa, IA Micro Area","60617","null","4002","null",
"310M600US36830","Othello, WA Micro Area","54573","null","4597","null",
"310M600US36837","Ottawa, IL Micro Area","62152","null","1272","null",
"310M600US36840","Ottawa, KS Micro Area","63996","null","4562","null",
"310M600US36900","Ottumwa, IA Micro Area","51222","null","2529","null",
"310M600US36940","Owatonna, MN Micro Area","73468","null","3680","null",
"310M600US36980","Owensboro, KY Metro Area","58036","null","2545","null",
"310M600US37060","Oxford, MS Micro Area","54720","null","2688","null",
"310M600US37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area","94150","null","1310","null",
"310M600US37120","Ozark, AL Micro Area","50052","null","2907","null",
"310M600US37140","Paducah, KY-IL Micro Area","53891","null","2007","null",
"310M600US37220","Pahrump, NV Micro Area","52570","null","3607","null",
"310M600US37260","Palatka, FL Micro Area","39975","null","2123","null",
"310M600US37300","Palestine, TX Micro Area","49736","null","4060","null",
"310M600US37340","Palm Bay-Melbourne-Titusville, FL Metro Area","63632","null","1363","null",
"310M600US37420","Pampa, TX Micro Area","51885","null","6605","null",
"310M600US37460","Panama City, FL Metro Area","60473","null","1830","null",
"310M600US37500","Paragould, AR Micro Area","51367","null","2949","null",
"310M600US37540","Paris, TN Micro Area","43444","null","1986","null",
"310M600US37580","Paris, TX Micro Area","51561","null","3131","null",
"310M600US37620","Parkersburg-Vienna, WV Metro Area","50142","null","1879","null",
"310M600US37660","Parsons, KS Micro Area","51425","null","2535","null",
"310M600US37740","Payson, AZ Micro Area","51406","null","3633","null",
"310M600US37770","Pearsall, TX Micro Area","58456","null","10619","null",
"310M600US37780","Pecos, TX Micro Area","53448","null","12870","null",
"310M600US37800","Pella, IA Micro Area","66822","null","2331","null",
"310M600US37860","Pensacola-Ferry Pass-Brent, FL Metro Area","63860","null","1077","null",
"310M600US37900","Peoria, IL Metro Area","62684","null","819","null",
"310M600US37940","Peru, IN Micro Area","53762","null","2582","null",
"310M600US37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","79070","null","454","null",
"310M600US38060","Phoenix-Mesa-Chandler, AZ Metro Area","72211","null","483","null",
"310M600US38100","Picayune, MS Micro Area","53855","null","2140","null",
"310M600US38180","Pierre, SD Micro Area","77416","null","5204","null",
"310M600US38220","Pine Bluff, AR Metro Area","44756","null","1573","null",
"310M600US38240","Pinehurst-Southern Pines, NC Micro Area","67440","null","2983","null",
"310M600US38260","Pittsburg, KS Micro Area","45191","null","2684","null",
"310M600US38300","Pittsburgh, PA Metro Area","65894","null","516","null",
"310M600US38340","Pittsfield, MA Metro Area","63159","null","2188","null",
"310M600US38380","Plainview, TX Micro Area","48649","null","3715","null",
"310M600US38420","Platteville, WI Micro Area","58289","null","2069","null",
"310M600US38460","Plattsburgh, NY Micro Area","62470","null","2472","null",
"310M600US38500","Plymouth, IN Micro Area","58296","null","3470","null",
"310M600US38540","Pocatello, ID Metro Area","56190","null","2612","null",
"310M600US38580","Point Pleasant, WV-OH Micro Area","50489","null","3571","null",
"310M600US38620","Ponca City, OK Micro Area","50391","null","2318","null",
"310M600US38660","Ponce, PR Metro Area","18439","null","588","null",
"310M600US38700","Pontiac, IL Micro Area","61419","null","2501","null",
"310M600US38740","Poplar Bluff, MO Micro Area","43756","null","2179","null",
"310M600US38780","Portales, NM Micro Area","47897","null","5495","null",
"310M600US38820","Port Angeles, WA Micro Area","60044","null","2571","null",
"310M600US38860","Portland-South Portland, ME Metro Area","77759","null","1111","null",
"310M600US38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area","82901","null","653","null",
"310M600US38920","Port Lavaca, TX Micro Area","61887","null","9517","null",
"310M600US38940","Port St. Lucie, FL Metro Area","62757","null","1551","null",
"310M600US39020","Portsmouth, OH Micro Area","43266","null","2121","null",
"310M600US39060","Pottsville, PA Micro Area","57785","null","1587","null",
"310M600US39100","Poughkeepsie-Newburgh-Middletown, NY Metro Area","86326","null","1592","null",
"310M600US39150","Prescott Valley-Prescott, AZ Metro Area","56170","null","1530","null",
"310M600US39220","Price, UT Micro Area","51725","null","2456","null",
"310M600US39260","Prineville, OR Micro Area","64820","null","4609","null",
"310M600US39300","Providence-Warwick, RI-MA Metro Area","74422","null","881","null",
"310M600US39340","Provo-Orem, UT Metro Area","82742","null","932","null",
"310M600US39380","Pueblo, CO Metro Area","53430","null","1537","null",
"310M600US39420","Pullman, WA Micro Area","43613","null","3334","null",
"310M600US39460","Punta Gorda, FL Metro Area","57887","null","1415","null",
"310M600US39500","Quincy, IL-MO Micro Area","56895","null","2020","null",
"310M600US39540","Racine, WI Metro Area","67224","null","2069","null",
"310M600US39580","Raleigh-Cary, NC Metro Area","83581","null","964","null",
"310M600US39660","Rapid City, SD Metro Area","63266","null","1606","null",
"310M600US39700","Raymondville, TX Micro Area","39401","null","5032","null",
"310M600US39740","Reading, PA Metro Area","69272","null","1108","null",
"310M600US39780","Red Bluff, CA Micro Area","52901","null","3393","null",
"310M600US39820","Redding, CA Metro Area","61937","null","2140","null",
"310M600US39860","Red Wing, MN Micro Area","71414","null","3545","null",
"310M600US39900","Reno, NV Metro Area","74216","null","1457","null",
"310M600US39940","Rexburg, ID Micro Area","55621","null","2327","null",
"310M600US39980","Richmond, IN Micro Area","49952","null","2218","null",
"310M600US40060","Richmond, VA Metro Area","74592","null","897","null",
"310M600US40080","Richmond-Berea, KY Micro Area","52555","null","1789","null",
"310M600US40100","Rio Grande City-Roma, TX Micro Area","33334","null","3181","null",
"310M600US40140","Riverside-San Bernardino-Ontario, CA Metro Area","73424","null","511","null",
"310M600US40180","Riverton, WY Micro Area","57887","null","3338","null",
"310M600US40220","Roanoke, VA Metro Area","60907","null","1400","null",
"310M600US40260","Roanoke Rapids, NC Micro Area","38350","null","1922","null",
"310M600US40300","Rochelle, IL Micro Area","67534","null","2878","null",
"310M600US40340","Rochester, MN Metro Area","80865","null","1716","null",
"310M600US40380","Rochester, NY Metro Area","65812","null","682","null",
"310M600US40420","Rockford, IL Metro Area","59559","null","1133","null",
"310M600US40460","Rockingham, NC Micro Area","38926","null","4126","null",
"310M600US40530","Rockport, TX Micro Area","51509","null","11294","null",
"310M600US40540","Rock Springs, WY Micro Area","76668","null","4403","null",
"310M600US40580","Rocky Mount, NC Metro Area","49369","null","1964","null",
"310M600US40620","Rolla, MO Micro Area","48124","null","2592","null",
"310M600US40660","Rome, GA Metro Area","52388","null","3499","null",
"310M600US40700","Roseburg, OR Micro Area","52479","null","1642","null",
"310M600US40740","Roswell, NM Micro Area","47620","null","3276","null",
"310M600US40760","Ruidoso, NM Micro Area","47247","null","3541","null",
"310M600US40780","Russellville, AR Micro Area","48154","null","1785","null",
"310M600US40820","Ruston, LA Micro Area","38458","null","3327","null",
"310M600US40860","Rutland, VT Micro Area","59751","null","2133","null",
"310M600US40900","Sacramento-Roseville-Folsom, CA Metro Area","81264","null","635","null",
"310M600US40940","Safford, AZ Micro Area","57105","null","3762","null",
"310M600US40980","Saginaw, MI Metro Area","52749","null","1222","null",
"310M600US41060","St. Cloud, MN Metro Area","67555","null","1548","null",
"310M600US41100","St. George, UT Metro Area","65040","null","2332","null",
"310M600US41140","St. Joseph, MO-KS Metro Area","55966","null","1697","null",
"310M600US41180","St. Louis, MO-IL Metro Area","69635","null","528","null",
"310M600US41220","St. Marys, GA Micro Area","61636","null","4778","null",
"310M600US41260","St. Marys, PA Micro Area","57551","null","2956","null",
"310M600US41400","Salem, OH Micro Area","51664","null","1824","null",
"310M600US41420","Salem, OR Metro Area","65881","null","1406","null",
"310M600US41460","Salina, KS Micro Area","55431","null","2403","null",
"310M600US41500","Salinas, CA Metro Area","82013","null","1767","null",
"310M600US41540","Salisbury, MD-DE Metro Area","66491","null","1209","null",
"310M600US41620","Salt Lake City, UT Metro Area","82506","null","893","null",
"310M600US41660","San Angelo, TX Metro Area","61456","null","3878","null",
"310M600US41700","San Antonio-New Braunfels, TX Metro Area","65355","null","614","null",
"310M600US41740","San Diego-Chula Vista-Carlsbad, CA Metro Area","88240","null","741","null",
"310M600US41760","Sandpoint, ID Micro Area","55206","null","3275","null",
"310M600US41780","Sandusky, OH Micro Area","60149","null","2572","null",
"310M600US41820","Sanford, NC Micro Area","57674","null","2617","null",
"310M600US41860","San Francisco-Oakland-Berkeley, CA Metro Area","118547","null","1027","null",
"310M600US41900","San Germán, PR Metro Area","17614","null","749","null",
"310M600US41940","San Jose-Sunnyvale-Santa Clara, CA Metro Area","138370","null","1373","null",
"310M600US41980","San Juan-Bayamón-Caguas, PR Metro Area","24755","null","256","null",
"310M600US42020","San Luis Obispo-Paso Robles, CA Metro Area","82514","null","2487","null",
"310M600US42100","Santa Cruz-Watsonville, CA Metro Area","96093","null","2903","null",
"310M600US42140","Santa Fe, NM Metro Area","64423","null","2450","null",
"310M600US42180","Santa Isabel, PR Micro Area","20784","null","1664","null",
"310M600US42200","Santa Maria-Santa Barbara, CA Metro Area","84356","null","1598","null",
"310M600US42220","Santa Rosa-Petaluma, CA Metro Area","91607","null","1792","null",
"310M600US42300","Sault Ste. Marie, MI Micro Area","53079","null","1590","null",
"310M600US42340","Savannah, GA Metro Area","64703","null","1476","null",
"310M600US42380","Sayre, PA Micro Area","54383","null","1659","null",
"310M600US42420","Scottsbluff, NE Micro Area","56265","null","2926","null",
"310M600US42460","Scottsboro, AL Micro Area","43785","null","1904","null",
"310M600US42500","Scottsburg, IN Micro Area","45794","null","2015","null",
"310M600US42540","Scranton--Wilkes-Barre, PA Metro Area","57568","null","1056","null",
"310M600US42620","Searcy, AR Micro Area","46345","null","2390","null",
"310M600US42660","Seattle-Tacoma-Bellevue, WA Metro Area","97675","null","648","null",
"310M600US42680","Sebastian-Vero Beach, FL Metro Area","61594","null","1720","null",
"310M600US42700","Sebring-Avon Park, FL Metro Area","46895","null","2297","null",
"310M600US42740","Sedalia, MO Micro Area","51936","null","2439","null",
"310M600US42780","Selinsgrove, PA Micro Area","62951","null","2505","null",
"310M600US42820","Selma, AL Micro Area","34957","null","2379","null",
"310M600US42860","Seneca, SC Micro Area","52842","null","2293","null",
"310M600US42900","Seneca Falls, NY Micro Area","59086","null","3167","null",
"310M600US42940","Sevierville, TN Micro Area","54363","null","2671","null",
"310M600US42980","Seymour, IN Micro Area","59504","null","2970","null",
"310M600US43020","Shawano, WI Micro Area","59228","null","2862","null",
"310M600US43060","Shawnee, OK Micro Area","54896","null","1583","null",
"310M600US43100","Sheboygan, WI Metro Area","65352","null","1508","null",
"310M600US43140","Shelby, NC Micro Area","45646","null","1866","null",
"310M600US43180","Shelbyville, TN Micro Area","55354","null","2944","null",
"310M600US43220","Shelton, WA Micro Area","66325","null","5127","null",
"310M600US43260","Sheridan, WY Micro Area","62531","null","5074","null",
"310M600US43300","Sherman-Denison, TX Metro Area","62078","null","2283","null",
"310M600US43320","Show Low, AZ Micro Area","46126","null","1874","null",
"310M600US43340","Shreveport-Bossier City, LA Metro Area","47729","null","1626","null",
"310M600US43380","Sidney, OH Micro Area","66536","null","3722","null",
"310M600US43420","Sierra Vista-Douglas, AZ Metro Area","55077","null","1773","null",
"310M600US43460","Sikeston, MO Micro Area","50556","null","3613","null",
"310M600US43500","Silver City, NM Micro Area","39429","null","3663","null",
"310M600US43580","Sioux City, IA-NE-SD Metro Area","64438","null","1829","null",
"310M600US43620","Sioux Falls, SD Metro Area","72547","null","1406","null",
"310M600US43660","Snyder, TX Micro Area","53376","null","7726","null",
"310M600US43700","Somerset, KY Micro Area","42652","null","3731","null",
"310M600US43740","Somerset, PA Micro Area","54332","null","1363","null",
